City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
201,Puerto Maldonado,PE,2021-07-18 20:55:12,-12.6,-69.1833,74.7,72,88,8.12
202,Kedougou,SN,2021-07-18 20:55:12,12.5579,-12.1743,79.7,77,100,4.61
203,Manakara,MG,2021-07-18 20:55:13,-22.1333,48.0167,68.14,87,100,5.23
204,Wilmington,US,2021-07-18 20:52:38,34.2257,-77.9447,83.95,83,91,1.01
205,Castro,BR,2021-07-18 20:50:00,-24.7911,-50.0119,44.29,56,0,8.61
206,Murud,IN,2021-07-18 20:55:13,18.3258,72.965,80.26,86,100,15.52
207,Madona,LV,2021-07-18 20:55:14,56.8533,26.217,62.58,84,45,7.18
208,Xuddur,SO,2021-07-18 20:53:13,4.1213,43.8894,72.28,67,82,19.8
209,Marck,FR,2021-07-18 20:55:14,50.949,1.9433,67.98,86,0,7.2
210,Bella Vista,US,2021-07-18 20:54:55,36.4295,-94.2316,88.59,67,75,1.01
211,Jalu,LY,2021-07-18 20:54:29,29.0331,21.5482,80.87,47,0,15.21
212,Podgornoye,RU,2021-07-18 20:55:15,51.735,39.1496,73.62,68,0,0.0
213,Salamanca,ES,2021-07-18 20:55:15,40.8333,-6.0,79.0,29,0,1.81
214,San,ML,2021-07-18 20:52:26,13.3034,-4.8956,91.67,43,67,5.44
215,Yacuiba,BO,2021-07-18 20:55:16,-22.038,-63.6797,59.09,30,100,5.32
216,Soloneshnoye,RU,2021-07-18 20:55:16,51.6544,84.3197,55.36,91,96,5.23
217,Hille,DE,2021-07-18 20:55:16,52.3333,8.75,66.96,76,2,8.55
218,Conceicao Do Araguaia,BR,2021-07-18 20:55:16,-8.2578,-49.2647,95.13,26,0,5.75
219,Solwezi,ZM,2021-07-18 20:55:17,-12.1688,26.3894,54.86,50,0,3.36
220,Sumbe,AO,2021-07-18 20:54:37,-11.2061,13.8437,70.43,89,100,6.15
221,Muhos,FI,2021-07-18 20:55:17,64.808,25.9931,60.58,81,37,5.08
222,Vizinga,RU,2021-07-18 20:55:18,61.0749,50.1031,57.63,65,0,2.44
223,Marfino,RU,2021-07-18 20:55:18,55.7028,37.3822,72.88,93,81,4.47
224,Liverpool,GB,2021-07-18 20:55:04,53.4106,-2.9779,75.15,78,0,8.05
225,Kuytun,RU,2021-07-18 20:53:11,54.3419,101.5036,53.8,93,21,4.63
226,Sao Filipe,CV,2021-07-18 20:54:34,14.8961,-24.4956,74.32,87,71,8.7
227,Manta,EC,2021-07-18 20:55:18,-0.95,-80.7333,82.18,69,40,13.8
228,Kifri,IQ,2021-07-18 20:55:19,34.6959,44.9661,99.73,11,0,7.14
229,Coquimbo,CL,2021-07-18 20:52:38,-29.9533,-71.3436,56.93,71,20,10.36
230,Gat,IL,2021-07-18 20:52:37,31.61,34.7642,89.4,65,0,5.93
231,Tarrafal,CV,2021-07-18 20:55:19,15.2833,-23.7667,81.39,87,58,11.05
232,Buritizeiro,BR,2021-07-18 20:54:04,-17.3511,-44.9622,80.4,30,32,1.36
233,Kutno,PL,2021-07-18 20:55:20,52.2306,19.3641,73.17,76,0,11.48
234,Chadiza,ZM,2021-07-18 20:55:20,-14.0678,32.4392,61.11,52,97,9.15
235,Vigrestad,NO,2021-07-18 20:55:20,58.5667,5.7,55.58,73,99,21.34
236,Wajir,KE,2021-07-18 20:55:21,1.7471,40.0573,78.19,51,97,20.29
237,Bandarbeyla,SO,2021-07-18 20:53:09,9.4942,50.8122,76.98,83,100,30.47
238,Taoudenni,ML,2021-07-18 20:54:15,22.6783,-3.9836,106.63,7,7,5.61
239,Quelimane,MZ,2021-07-18 20:55:21,-17.8786,36.8883,66.15,88,75,5.99
240,Souillac,MU,2021-07-18 20:52:43,-20.5167,57.5167,70.36,73,40,10.36
241,Porto Novo,BJ,2021-07-18 20:54:17,6.4965,2.6036,78.62,84,69,6.73
242,Nusaybin,TR,2021-07-18 20:55:22,37.0778,41.2178,87.39,16,0,11.5
243,Dwarka,IN,2021-07-18 20:55:22,22.2394,68.9678,83.79,80,100,21.72
244,Ufimskiy,RU,2021-07-18 20:55:22,56.7084,58.0517,57.99,96,77,1.86
245,Bosaso,SO,2021-07-18 20:55:23,11.2842,49.1816,93.43,35,100,22.57
246,South Venice,US,2021-07-18 20:55:23,27.0531,-82.4243,91.17,69,1,9.22
247,Lichinga,MZ,2021-07-18 20:55:23,-13.3128,35.2406,53.69,87,0,9.22
248,Narsaq,GL,2021-07-18 20:54:02,60.9167,-46.05,48.67,95,100,2.33
249,Igarka,RU,2021-07-18 20:55:24,67.4667,86.5833,44.47,79,39,5.44
250,Vila Velha,BR,2021-07-18 20:53:26,-20.3297,-40.2925,76.95,78,0,12.66
251,Inongo,CD,2021-07-18 20:55:24,-1.95,18.2667,74.23,42,62,4.83
252,Soyo,AO,2021-07-18 20:55:25,-6.1349,12.3689,71.38,91,8,5.53
253,Khash,IR,2021-07-18 20:55:25,28.2211,61.2158,84.7,35,71,2.91
254,Kargasok,RU,2021-07-18 20:55:25,59.0556,80.8572,51.31,95,39,6.58
255,Khurai,IN,2021-07-18 20:55:26,24.0436,78.3319,80.98,73,97,4.41
256,Ostersund,SE,2021-07-18 20:52:27,63.1792,14.6357,50.61,76,75,20.71
257,Bathsheba,BB,2021-07-18 20:53:09,13.2167,-59.5167,86.61,70,40,18.41
258,Mian Channun,PK,2021-07-18 20:55:26,30.44,72.3543,97.11,42,59,16.11
259,Monrovia,LR,2021-07-18 20:53:24,6.3005,-10.7969,76.77,87,100,9.26
260,Naila,DE,2021-07-18 20:55:27,50.3167,11.7,64.56,76,19,4.0
261,Chinsali,ZM,2021-07-18 20:55:27,-10.5414,32.0816,55.04,61,5,7.81
262,Iqaluit,CA,2021-07-18 20:53:04,63.7506,-68.5145,44.33,65,90,10.0
263,Aksarka,RU,2021-07-18 20:55:28,66.5606,67.7975,53.83,86,95,6.46
264,Bajmok,RS,2021-07-18 20:55:28,45.9688,19.4243,66.81,87,92,8.95
265,Bonfim,BR,2021-07-18 20:51:12,3.0833,-59.95,83.95,73,65,6.06
266,Karasjok,NO,2021-07-18 20:52:48,69.4719,25.5112,50.11,85,87,9.98
